1FA6P8JZ5L5551121;GT350®;Final Delivered;N4;85E;Reineke Ford of Findlay;12000 County Road 99 Findlay, OH 45840;2020-01-13;2020-03-11;SLB.RWD.99Z.90L.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.51H.MDS.19B.50B.ANT.457.97Q.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ7L5551122;GT350®;Final Delivered;G1;SLB;Grand Ledge Ford;6080 East Saginaw Hwy. Grand Ledge, MI 48837;2020-01-14;2020-03-12;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.51H.MDS.19B.50B.ANT.457.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ9L5551123;GT350®;Final Delivered;G1;85L;Delehanty Ford;1510 Pierson Rd. Flushing, MI 48433;2020-01-16;2020-03-13;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ0L5551124;GT350®;Final Delivered;N4;85E;Lasco Ford, Inc.;2525 Owen Road Fenton, MI 48430;2020-01-13;2020-03-11;SLB.RWD.99Z.90L.64S.91N.SSR.912.17F.L59.SED.574.WCC.21S.51H.MDS.19B.50B.ANT.457.97Q.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ2L5551125;GT350®;Final Delivered;N4;85E;Ordus Ford, Inc.;123 S Port Crescent Bad Axe, MI 48413;2019-12-20;2020-03-10;SLB.RWD.99Z.90L.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.51H.MDS.19B.50B.ANT.457.97Q.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ6L5551127;GT350®;Trim Line;F9;85K;Stillwell Ford;3780 Carleton Road Hillsdale, MI 49242;2020-01-13;;SLB.94B.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.51H.MDS.19B.50B.ANT.457.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ8L5551128;GT350®;Body Shop;N4;85E;Galesburg Ford, Inc.;10150 East Michigan Galesburg, MI 49053;2019-12-21;;SLB.RWD.99Z.90L.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.19B.50B.ANT.457.97Q.67L.67T.583.CSR.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZXL5551129;GT350®;Produced;N4;85E;Zeigler Ford of Lowell;11979 E Fulton Rd Lowell, MI 49331;2019-12-21;2020-03-17;SLB.RWD.99Z.90L.64S.SSR.17F.L59.SED.574.WCC.59B.21S.51H.PDS.19B.ANT.457.97Q.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ6L5551130;GT350®;Final Delivered;JS;85K;Fugate Motors, Inc.;220 Highway 54 W El Dorado Sprgs, MO 64744;2020-01-06;2020-03-09;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.51H.MDS.19B.50B.ANT.457.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZXL5551132;GT350®;Final Delivered;L6;SLB;Midwest Ford;1100 East 30th St Hutchinson, KS 67502;2019-12-12;2020-03-13;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.51H.MDS.19B.50B.ANT.457.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ3L5551134;GT350®;Produced;N4;85E;Bonnell Motors, Inc.;353 Cambridge Street Winchester, MA 01890;2019-12-19;2020-03-17;SLB.RWD.99Z.90L.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.51H.MDS.19B.50B.ANT.457.97Q.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ5L5551135;GT350®;Trim Line;G1;SLB;Jannell Motors Inc;2000 Washington Street, Route 53 Hanover, MA 02339;2020-01-17;;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ7L5551136;GT350®;Trim Line;L6;85L;Hoffman Ford Inc;600 Connecticut Bl East Hartford, CT 06108;2019-09-11;;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.21S.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ9L5551137;GT350®;Body Shop;JS;85K;Lamoureux Ford Inc;366  Main Street East Brookfield, MA 01515;2020-01-19;;SLB.94B.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.21S.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ9L5551140;GT350®;Body Shop;J7;SLB;Jacky Jones Ford of Hayesville, Inc.;1493 Highway 64 West Hayesville, NC 28904;2020-01-06;;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.51H.MDS.19B.50B.ANT.457.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ0L5551141;GT350®;Body Shop;D4;SLB;Way Brothers;530 West Broad Street Hawkinsville, GA 31036;2019-12-02;;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ2L5551142;GT350®;Scheduled to Day;YZ;SLB;Bill Jackson Ford;121 Highway 231 Troy, AL 36081;2019-12-06;;SLB.94B.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ4L5551143;GT350®;Body Shop;J7;85M;Don Rich Ford Co Inc;221 East Montgomery Street Villa Rica, GA 30180;2020-01-29;;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.51H.MDS.19B.50B.ANT.457.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ6L5551144;GT350R;Produced;G1;85P;Metro Ford Inc;9000 Nw 7th Ave Miami, FL 33150;2020-01-17;2020-03-11;SLB.RWD.99Z.~VIRTUALPKGPART_A2TA3_153.~VIRTUALPKGPART_BPFAP_156.~VIRTUALPKGPART_BWAAA_157.~VIRTUALPKGPART_D2GB6_162.~VIRTUALPKGPART_GTAA9_165.~VIRTUALPKGPART_XF000P5_166.64B.91N.SSR.912.17F.L59.RAS.SED.574.WCC.59B.21S.13P.RSD.14L.67M.19B.SWR.50B.ANT.457.60M.67T.583.CSR.T3B.44E.SHB.COU.899.2020 P8J FORD.
1FA6P8JZ8L5551145;GT350®;Produced;G1;85L;Tropical Ford Inc;9900 S Orange Blossom Trail Orlando, FL 32837;2020-01-13;2020-03-19;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.51H.MDS.19B.50B.ANT.457.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZXL5551146;GT350R;Shipped from Plant;J7;856;AutoNation Ford Sanford;4911 Wayside Drive Sanford, FL 32771;2020-01-15;2020-03-12;SLB.RWD.99Z.~VIRTUALPKGPART_A2TA3_153.~VIRTUALPKGPART_BPFAP_156.~VIRTUALPKGPART_BWAAA_157.~VIRTUALPKGPART_D2GB6_162.~VIRTUALPKGPART_GTAA9_165.~VIRTUALPKGPART_XF000P5_166.64B.91N.SSR.912.17F.L59.RAS.SED.574.WCC.59B.21S.13P.RSD.14L.67M.19B.SWR.50B.ANT.457.60M.67T.583.CSR.T3B.44E.SHB.COU.899.2020 P8J FORD.
1FA6P8JZ1L5551147;GT350®;Body Shop;G1;SLB;Murray Ford of Kingsland, Inc.;2030 Highway 40 East Kingsland, GA 31548;2020-01-16;;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.51H.MDS.19B.50B.ANT.457.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ3L5551148;GT350®;Body Shop;N4;85E;Paradise Ford;1360 West King Street Cocoa, FL 32922;2020-01-09;;SLB.RWD.99Z.90L.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.51H.MDS.19B.50B.ANT.457.97Q.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ5L5551149;GT350®;Final Delivered;CA;85L;Tallahassee Ford;243 North Magnolia Drive Tallahassee, FL 32301;2020-01-17;2020-03-16;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.21S.19B.50B.ANT.457.67L.67T.583.CSR.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ1L5551150;GT350R;Final Delivered;G1;856;HAWK FORD of OAK LAWN;6100 W. 95th Street Oak Lawn, IL 60453;2020-01-23;2020-03-16;SLB.RWD.99Z.~VIRTUALPKGPART_A2TA3_153.~VIRTUALPKGPART_BPFAP_156.~VIRTUALPKGPART_BWAAA_157.~VIRTUALPKGPART_D2GB6_162.~VIRTUALPKGPART_GTAA9_165.~VIRTUALPKGPART_XF000P5_166.64B.91N.SSR.912.17F.L59.RAS.SED.574.WCC.59B.13P.RSD.14L.67M.19B.SWR.50B.ANT.457.60M.67T.583.CSR.T3B.44E.SHB.COU.899.2020 P8J FORD.
1FA6P8JZ3L5551151;GT350®;Body Shop;JS;SLB;McCarthy Ford, Inc.;11400 So. Pulaski Road Chicago, IL 60655;2019-12-14;;SLB.RWD.99Z.64S.SSR.17F.L59.SED.574.WCC.19B.ANT.457.67L.583.CSR.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ5L5551152;GT350R;Received;G1;856;Zeigler Ford of North Riverside;2100 South Harlem Avenue North Riverside, IL 60546;2019-08-07;2020-03-16;SLB.RWD.99Z.~VIRTUALPKGPART_A2TA3_153.~VIRTUALPKGPART_BPFAP_156.~VIRTUALPKGPART_BWAAA_157.~VIRTUALPKGPART_D2GB6_162.~VIRTUALPKGPART_GTAA9_165.~VIRTUALPKGPART_XF000P5_166.64B.91N.SSR.912.17F.L59.RAS.SED.574.WCC.59B.13P.RSD.14L.67M.19B.SWR.50B.ANT.457.60M.67T.583.CSR.T3B.44E.SHB.COU.899.2020 P8J FORD.
1FA6P8JZ7L5551153;GT350®;Produced;N4;85E;Packey Webb Ford;1815 W. Ogden Avenue Downers Grove, IL 60515;2020-01-17;2020-03-17;SLB.RWD.99Z.90L.64S.91N.SSR.912.17F.L59.SED.574.WCC.19B.50B.ANT.457.97Q.67T.583.CSR.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ9L5551154;GT350®;Cancelled;FM;85K;Roesch Ford;333 West Grand Avenue Bensenville, IL 60106;2020-01-17;;SLB.94B.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.19B.50B.ANT.457.67L.67T.583.CSR.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ0L5551155;GT350®;Body Shop;J7;85K;Willowbrook Ford, Inc.;7301 S Kingery Hwy Willowbrook, IL 60527;2020-01-15;;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.19B.50B.ANT.457.67L.67T.583.CSR.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ2L5551156;GT350®;Scheduled to Day;G1;SLB;Elkhorn Motors Inc;910 N Wisconsin Elkhorn, WI 53121;2019-11-05;;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.19B.50B.ANT.457.67T.583.CSR.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ4L5551157;GT350®;Produced;CA;85K;Porcaro Ford;6001 Washington Avenue Racine, WI 53406;2020-01-21;2020-03-18;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ6L5551158;GT350®;Trim Line;N4;85E;Soerens Ford, Inc.;18900 W Capitol Dr Brookfield, WI 53045;2020-01-21;;SLB.RWD.99Z.90L.64S.91N.SSR.912.17F.L59.SED.574.WCC.51H.MDS.19B.50B.ANT.457.97Q.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ8L5551159;GT350®;Trim Line;JS;85K;Griffin Ford;1940 E Main Street Waukesha, WI 53186;2020-01-14;;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.51H.MDS.19B.50B.ANT.457.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ4L5551160;GT350®;Scheduled to Day;J7;SLB;Les Stumpf Ford;3030 W College Ave Appleton, WI 54914;2020-01-14;;SLB.94B.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.21S.51H.MDS.19B.50B.ANT.457.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ6L5551161;GT350®;Scheduled to Day;CA;SLB;Scaffidi Ford;3733 Highway 66 Stevens Point, WI 54481;2020-01-23;;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.21S.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ8L5551162;GT350®;Final Delivered;N4;85E;Kunes Country Ford of Antioch, Inc.;104 Route 173 Antioch, IL 60002;2020-01-14;2020-03-18;SLB.RWD.99Z.90L.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.51H.MDS.19B.50B.ANT.457.97Q.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZXL5551163;GT350R;Produced;G1;854;Currie Motors Frankfort Inc;9423 W Lincoln Hwy Frankfort, IL 60423;2020-01-07;2020-03-18;SLB.RWD.99Z.~VIRTUALPKGPART_A2TA3_153.~VIRTUALPKGPART_BPFAP_156.~VIRTUALPKGPART_BWAAA_157.~VIRTUALPKGPART_D2GB6_162.~VIRTUALPKGPART_GTAA9_165.~VIRTUALPKGPART_XF000P5_166.64B.91N.SSR.912.17F.L59.RAS.SED.574.WCC.59B.21S.13P.RSD.14L.67M.19B.SWR.50B.ANT.457.60M.67T.583.CSR.T3B.44E.SHB.COU.899.2020 P8J FORD.
1FA6P8JZ1L5551164;GT350®;Produced;G1;85L;Gillespie Ford;18834 West Grand Avenue Gurnee, IL 60031;2020-01-22;2020-03-18;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ5L5551166;GT350®;Produced;N4;85E;Holiday Ford;390 Rolling Meadows Drive Fond Du Lac, WI 54937;2020-01-16;2020-03-19;SLB.RWD.99Z.90L.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.51H.MDS.19B.50B.ANT.457.97Q.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ7L5551167;GT350®;Produced;JS;85K;Gordie Boucher Ford of West Bend;3021 West Washington Avenue West Bend, WI 53095;2020-01-14;2020-03-18;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ9L5551168;GT350®;Scheduled to Day;G1;SLB;Jim Xamis Ford, Lincoln, Inc.;2301 Woodlawn Rd Lincoln, IL 62656;2019-11-06;;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ0L5551169;GT350®;Scheduled to Day;N4;85E;Harrison Ford Inc;820 North Main Street Wellington, OH 44090;2019-10-28;;SLB.RWD.99Z.90L.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.19B.50B.ANT.457.97Q.67L.67T.583.CSR.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ9L5551171;GT350®;Scheduled to Day;YZ;85K;Kenny Ross Ford;104 Black Hill Road Adamsburg, PA 15611;2020-01-21;;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.21S.19B.50B.ANT.457.67T.583.CSR.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ0L5551172;GT350®;Sent to Plant;G1;85L;State College Ford;3140 West College Avenue State College, PA 16801;2020-01-13;;SLB.RWD.99Z.64S.SSR.17F.L59.SED.574.WCC.51H.PDS.19B.ANT.457.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ2L5551173;GT350®;Sent to Plant;JS;85K;Bob Chapman Ford, Inc.;1255 Columbus Ave Marysville, OH 43040;2020-01-24;;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.21S.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ4L5551174;GT350®;Sent to Plant;G1;SLB;Friendship Ford;3192 West State Street Bristol, TN 37620;2020-01-28;;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.51H.MDS.19B.50B.ANT.457.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ6L5551175;GT350®;Body Shop;J7;SLB;Mt. Orab Ford, Inc.;200 Gabbard Way Mt Orab, OH 45154;2020-01-28;;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.21S.51H.MDS.19B.50B.ANT.457.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ8L5551176;GT350R;Scheduled to Day;N4;85E;Mac Haik Ford;4242 East Sam Houston Parkway South Pasadena, TX 77505;2020-01-15;;SLB.RWD.99Z.90L.~VIRTUALPKGPART_A2TA3_153.~VIRTUALPKGPART_BPFAP_156.~VIRTUALPKGPART_BWAAA_157.~VIRTUALPKGPART_D2GB6_162.~VIRTUALPKGPART_GTAA9_165.~VIRTUALPKGPART_XF000P5_166.64B.91N.SSR.912.17F.L59.RAS.SED.574.WCC.21S.13P.RSD.14L.67M.19B.SWR.50B.ANT.457.60M.97Q.67T.583.CSR.T3B.44E.SHB.COU.899.2020 P8J FORD.
1FA6P8JZXL5551177;GT350®;Scheduled to Day;J7;85K;Johnson Sewell Ford;3301 Highway 281 North Marble Falls, TX 78654;2020-01-29;;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.51H.MDS.19B.50B.ANT.457.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ1L5551178;GT350®;Body Shop;G1;SLB;Smith South Plains Ford;2483 E. Highway 114 Levelland, TX 79336;2020-01-13;;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.51H.MDS.19B.50B.ANT.457.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ3L5551179;GT350®;Scheduled to Day;J7;85K;Alexander Ford;1601 Escondido Street Kenedy, TX 78119;2020-01-23;;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.51H.MDS.19B.50B.ANT.457.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZXL5551180;GT350R;Scheduled to Day;N4;85E;Gary Crossley Ford, Inc.;8050 N. Church Road Kansas City, MO 64158;2020-01-29;;SLB.RWD.99Z.90L.~VIRTUALPKGPART_A2TA3_153.~VIRTUALPKGPART_BPFAP_156.~VIRTUALPKGPART_BWAAA_157.~VIRTUALPKGPART_D2GB6_162.~VIRTUALPKGPART_GTAA9_165.~VIRTUALPKGPART_XF000P5_166.64B.91N.SSR.912.17F.L59.RAS.SED.574.WCC.59B.13P.RSD.14L.67M.19B.SWR.50B.ANT.457.60M.97Q.67T.583.CSR.T3B.44E.SHB.COU.899.2020 P8J FORD.
1FA6P8JZ1L5551181;GT350®;Scheduled to Day;N4;85E;Woodhouse Ford of Omaha, Inc.;3633 North 72nd Street Omaha, NE 68134;2020-01-09;;SLB.RWD.99Z.90L.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.19B.50B.ANT.457.97Q.67L.67T.583.CSR.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ3L5551182;GT350®;Scheduled to Day;N4;85E;Dave Sinclair Ford, Inc.;7466 S Lindbergh St Louis, MO 63125;2019-12-30;;SLB.RWD.99Z.90L.64S.91N.SSR.912.17F.L59.SED.574.WCC.21S.51H.MDS.19B.50B.ANT.457.97Q.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ5L5551183;GT350®;Scheduled to Day;N4;85E;Tri Ford, Inc.;12610 State Route 143 Highland, IL 62249;2020-01-15;;SLB.RWD.99Z.90L.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.19B.50B.ANT.457.97Q.67L.67T.583.CSR.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ7L5551184;GT350®;Scheduled to Day;J7;85K;Iron Ford;1221 North Market Street Sparta, IL 62286;2020-01-24;;SLB.RWD.99Z.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.19B.50B.ANT.457.67T.583.CSR.T3A.44E.SHB.COU.891.2020 P8J FORD.
1FA6P8JZ9L5551185;GT350®;Scheduled to Day;N4;85E;Bening Ford of Perryville;909 S. Perryville Blvd. Perryville, MO 63775;2020-01-20;;SLB.RWD.99Z.90L.64S.91N.SSR.912.17F.L59.SED.574.WCC.59B.21S.51H.MDS.19B.50B.ANT.457.97Q.67L.67T.583.LMS.T3A.44E.SHB.COU.891.2020 P8J FORD.
